"Station Name","Province","Latitude","Longitude","Elevation","Climate ID","WMO Identifier","TC Identifier"
"MEANOOK","ALBERTA","54.62","-113.35","684.00","3064400","",""
"MECATINA R","QUEBEC","51.83","-62.88","524.30","7044760","",""
"MECHANIC SETTLEMENT","NEW BRUNSWICK","45.69","-65.17","403.00","8102848","71787","AMS"
"MEDICINE HAT","ALBERTA","50.02","-110.72","716.90","3034479","71247","YXH"
"MEDICINE HAT A","ALBERTA","50.02","-110.72","716.90","3034480","","YXH"
"MEDICINE HAT AWOS","ALBERTA","50.02","-110.72","716.90","3034483","",""
"MEDICINE HAT CCOC","ALBERTA","50.04","-110.67","661.00","3034488","",""
"MEDICINE HAT RCS","ALBERTA","50.03","-110.72","715.00","3034485","71026","XMW"
"MEDICINE LAKE","ALBERTA","52.80","-117.80","2200.00","3054487","",""
"MEDICINE LODGE LO","ALBERTA","49.63","-110.32","1402.10","3034489","",""
"MEDICINE LODGE RS","ALBERTA","53.55","-117.00","944.90","3064490","",""
"MEDORA","MANITOBA","49.25","-100.70","458.10","5011715","",""
"MEDSTEAD","SASKATCHEWAN","53.35","-108.03","699.50","4045070","",""
"MEEKWAP","ALBERTA","54.62","-116.67","836.00","3074494","",""
"MEGANTIC A","QUEBEC","45.58","-70.87","415.10","7024800","",""
"MEGISCANE","QUEBEC","48.40","-77.08","416.70","7094840","",""
"MEIGHEN ISLAND ICE CAP","NUNAVUT","79.97","-99.15","240.80","2402689","",""
"MEIGHEN ISLAND NORTH","NUNAVUT","80.07","-99.30","78.30","240BFH9","",""
"MEIGHEN ISLAND NORTH ICE","NUNAVUT","80.03","-99.23","150.90","240BFHR","",""
"MEIGHEN ISLAND WEST","NUNAVUT","79.97","-99.50","100.60","240BFQ9","",""
"MELFORT","SASKATCHEWAN","52.82","-104.60","490.00","4055079","71456","WFF"
"MELFORT","SASKATCHEWAN","52.87","-104.60","462.70","4055080","",""
"MELFORT CDA","SASKATCHEWAN","52.82","-104.60","480.10","4055085","",""
"MELITA","MANITOBA","49.28","-100.99","445.90","501A7AR","71447","WEI"
"MELITA","MANITOBA","49.33","-101.00","442.00","5011720","",""
"MELITA 2","MANITOBA","49.28","-100.98","422.00","5011721","",""
"MELOCHEVILLE","QUEBEC","45.32","-73.95","30.50","7024858","",""
"MELVILLE","SASKATCHEWAN","50.95","-102.80","557.80","4015100","",""
"MENIHEK RAPIDS","NEWFOUNDLAND","54.47","-66.62","489.20","8502600","",""
"MERCIER","QUEBEC","45.32","-73.78","30.50","7024878","",""
"MERIDIAN","SASKATCHEWAN","53.60","-106.05","570.00","4055115","",""
"MERIDIAN LO","ALBERTA","55.55","-114.18","1005.80","3064515","",""
"MERIVALE CDA","ONTARIO","45.30","-75.73","89.90","6105061","",""
"MERIVALE TS","ONTARIO","45.33","-75.73","97.50","610E061","",""
"MERRITT","BRITISH COLUMBIA","50.12","-120.80","585.20","1125070","",""
"MERRITT","BRITISH COLUMBIA","50.11","-120.78","591.00","1125073","71557","VME"
"MERRITT CRAIGMONT MINES","BRITISH COLUMBIA","50.20","-120.88","731.50","1125075","",""
"MERRITT STP","BRITISH COLUMBIA","50.11","-120.80","609.00","1125079","",""
"MERRY ISLAND","BRITISH COLUMBIA","49.47","-123.92","20.00","1045101","71210","WMY"
"MERRY ISLAND LIGHTSTATION","BRITISH COLUMBIA","49.47","-123.91","7.20","1045100","","WMR"
"MERRYFLAT","SASKATCHEWAN","49.47","-109.77","1036.30","4035120","",""
"MESILINKA CAMP","BRITISH COLUMBIA","56.12","-124.50","803.00","1185103","",""
"MESY","QUEBEC","48.27","-71.68","384.00","7064890","",""
"METCALFE","ONTARIO","42.90","-81.70","213.40","6145064","",""
"METCALFE OSGOODE","ONTARIO","45.23","-75.47","83.80","6105066","",""
"METCHOSIN","BRITISH COLUMBIA","48.37","-123.56","164.00","1015105","",""
"METCHOSIN HAPPY VALLEY","BRITISH COLUMBIA","48.42","-123.53","76.00","1015107","",""
"METCHOSIN MOUNTAIN","BRITISH COLUMBIA","48.40","-123.53","91.40","1015109","",""
"METCHOSIN PARRY BAY","BRITISH COLUMBIA","48.38","-123.50","3.00","1015111","",""
"METEGHAN","NOVA SCOTIA","44.18","-66.18","12.20","8203498","",""
"METEGHAN RIVER","NOVA SCOTIA","44.27","-66.13","15.20","8203500","",""
"METISKOW CDA EPF","ALBERTA","52.40","-110.58","685.80","3014520","",""
"MEYERSBURG","ONTARIO","44.25","-77.80","125.00","6155071","",""
"MIAMI","MANITOBA","49.37","-98.23","310.00","5021732","",""
"MIAMI HAWKEN","MANITOBA","49.33","-98.37","449.60","5021735","",""
"MIAMI ORCHARD","MANITOBA","49.37","-98.28","329.80","5021736","",""
"MIAMI THIESSEN","MANITOBA","49.45","-98.25","297.00","5021737","",""
"MICA DAM","BRITISH COLUMBIA","52.05","-118.59","579.10","1175122","",""
"MICHICHI CREEK","ALBERTA","51.60","-112.60","838.20","30245KL","",""
"MICHIPICOTEN FALLS","ONTARIO","47.88","-84.63","199.00","6055095","",""
"MIDALE","SASKATCHEWAN","49.40","-103.40","581.60","4015160","",""
"MIDALE","SASKATCHEWAN","49.38","-103.30","586.70","4015159","",""
"MIDDLE ARM","NEWFOUNDLAND","49.68","-56.08","47.80","8402644","",""
"MIDDLE BROOK","NEW BRUNSWICK","47.67","-66.52","","8102950","",""
"MIDDLE CLYDE RIVER","NOVA SCOTIA","43.85","-65.52","53.30","8203520","",""
"MIDDLE MUSQUODOBOIT","NOVA SCOTIA","45.07","-63.10","47.80","8203535","",""
"MIDDLEBORO","NOVA SCOTIA","45.77","-63.57","30.50","8203510","",""
"MIDDLEPORT TS","ONTARIO","43.12","-80.03","206.00","6155097","",""
"MIDDLETON","NOVA SCOTIA","44.95","-65.07","21.30","8203550","",""
"MIDHURST","ONTARIO","44.45","-79.77","225.60","6115099","",""
"MIDLAND HURONIA A","ONTARIO","44.68","-79.93","234.70","6115130","",""
"MIDLAND WATER POLLUTION CONTROL PLANT","ONTARIO","44.76","-79.88","180.00","6115127","",""
"MIDWAY","BRITISH COLUMBIA","49.00","-118.77","571.00","1135126","",""
"MIDWAY LODGE","YUKON TERRITORY","62.53","-136.75","610.00","2100PLF","",""
"MIDWAY PROJECT","BRITISH COLUMBIA","59.93","-130.33","1150.00","1195127","",""
"MIETTE HOT SPRINGS","ALBERTA","53.13","-117.77","1463.40","305MNKM","",""
"MILAN","QUEBEC","45.58","-71.12","481.60","7024920","",""
"MILDEN","SASKATCHEWAN","51.43","-107.50","577.60","4055165","",""
"MILDRED","SASKATCHEWAN","53.33","-107.25","617.00","4065172","",""
"MILDRED LAKE","ALBERTA","57.04","-111.56","310.00","3064528","71255","WMX"
"MILDRED LAKE","ALBERTA","57.08","-111.58","310.30","3064531","",""
"MILDRED LAKE SYNCRUDE","ALBERTA","57.03","-111.57","310.00","3064532","",""
"MILE 134","QUEBEC","51.92","-65.82","","7044960","",""
"MILE 163","NEWFOUNDLAND","52.27","-65.68","600.50","8502700","",""
"MILE 224","NEWFOUNDLAND","52.93","-66.23","533.40","8502750","",""
"MILE 295 ALASKA HWY","BRITISH COLUMBIA","58.78","-122.67","380.00","119512R","",""
"MILE 306 ALASKA HWY","BRITISH COLUMBIA","58.85","-122.87","451.10","11951B9","",""
"MILE 318 ALASKA HWY","BRITISH COLUMBIA","58.90","-123.12","520.90","11951K9","",""
"MILE 351 ALASKA HWY","BRITISH COLUMBIA","58.68","-123.72","846.10","1195A29","",""
"MILE 371 ALASKA HWY","BRITISH COLUMBIA","58.65","-124.13","758.00","1195ABR","",""
"MILE 97","SASKATCHEWAN","54.60","-104.22","424.00","4075180","",""
"MILFORD","NOVA SCOTIA","45.02","-63.45","30.50","8203564","",""
"MILFORD","ONTARIO","43.93","-77.05","103.00","6155148","",""
"MILFORD BAY","ONTARIO","45.10","-79.48","251.50","6115150","",""
"MILFORD STATION","NOVA SCOTIA","45.03","-63.40","31.50","8203567","",""
"MILK R VERDIGRIS L","ALBERTA","49.20","-112.03","1036.30","3044551","",""
"MILK R VERDIGRIS L","ALBERTA","49.32","-112.03","956.20","3044550","",""
"MILK RIVER","ALBERTA","49.13","-112.05","1050.00","3044533","71244","WRY"
"MILK RIVER","ALBERTA","49.17","-111.53","975.40","3044534","",""
"MILK RIVER EXP ST","ALBERTA","49.08","-112.05","1045.50","3044540","",""
"MILK RIVER RIDGE RESERVOIR","ALBERTA","49.28","-112.54","1305.00","3044545","71015","PRR"
"MILL BAY","BRITISH COLUMBIA","55.00","-129.75","3.00","1065130","",""
"MILL BAY 1 SOUTHWEST","BRITISH COLUMBIA","48.64","-123.56","100.00","1015136","",""
"MILL BAY KILMALU","BRITISH COLUMBIA","48.65","-123.55","45.70","1015134","",""
"MILL VILLAGE","NOVA SCOTIA","44.18","-64.67","15.20","8203570","",""
"MILLARVILLE","ALBERTA","50.72","-114.37","1249.70","3034552","",""
"MILLBROOK","ONTARIO","44.15","-78.48","274.30","6155154","",""
"MILLER LAKE FOREST","ONTARIO","45.10","-81.52","198.10","6125155","",""
"MILLERS LAKE","ONTARIO","43.28","-80.38","304.80","6145160","",""
"MILLERTOWN","NEWFOUNDLAND","49.00","-56.35","210.90","8402755","",""
"MILLERTOWN RCS","NEWFOUNDLAND","48.82","-56.54","203.60","8402757","71856","AMR"
"MILLGROVE","ONTARIO","43.32","-79.97","255.10","6155183","",""
"MILLSTREAM","BRITISH COLUMBIA","48.48","-123.55","213.40","1015150","",""
"MILLTOWN","NEW BRUNSWICK","45.17","-67.30","15.80","8102975","",""
"MILNER AIC","BRITISH COLUMBIA","49.13","-122.62","7.60","1105155","",""
"MILNES LANDING","BRITISH COLUMBIA","48.35","-123.73","38.10","1015160","",""
"MILTON KELSO","ONTARIO","43.50","-79.95","243.80","6155187","",""
"MILTON SOUTH","ONTARIO","43.45","-79.83","175.00","615EAQG","",""
"MINAKER RIVER","BRITISH COLUMBIA","57.85","-123.03","625.30","1195165","",""
"MINAKI","ONTARIO","49.98","-94.67","335.30","6035190","",""
"MINASVILLE","NOVA SCOTIA","45.28","-63.82","61.60","8203578","",""
"MINBURN GRAZING RESERVE","ALBERTA","53.18","-111.27","701.00","3014556","",""
"MINDEN","ONTARIO","44.93","-78.72","274.30","6165195","",""
"MINDEN FORESTRY","ONTARIO","44.75","-78.70","304.80","6165197","",""
"MINE CENTRE","ONTARIO","48.77","-92.62","342.90","6025203","",""
"MINE CENTRE SOUTHWEST","ONTARIO","48.76","-92.62","361.00","6025205","",""
"MINE MADELEINE","QUEBEC","48.98","-66.02","780.30","7054975","",""
"MINGAN","QUEBEC","50.28","-64.15","23.20","7044980","",""
"MINGAN A","QUEBEC","50.28","-64.13","21.60","7044981","",""
"MINISTIK LAKE","ALBERTA","53.43","-116.68","698.00","3014560","",""
"MINISTIK RESEARCH","ALBERTA","53.35","-112.97","769.80","3014563","",""
"MINISTIK SANCTUARY","ALBERTA","53.37","-113.03","762.00","3014565","",""
"MINNEDOSA","MANITOBA","50.27","-99.83","521.20","5011760","",""
"MINSTREL ISLAND","BRITISH COLUMBIA","50.62","-126.32","3.00","1065170","",""
"MINTO","YUKON TERRITORY","62.63","-137.25","914.40","2100744","",""
"MINTO","NEW BRUNSWICK","46.03","-66.03","22.90","8103000","",""
"MINTO","MANITOBA","49.45","-100.05","477.00","5011762","",""
"MINTON","SASKATCHEWAN","49.17","-104.58","695.00","4035200","",""
"MIQUELON","QUEBEC","49.42","-76.45","304.80","7094985","",""
"MIRAMICHI A","NEW BRUNSWICK","47.01","-65.47","32.90","8101000","",""
"MIRAMICHI RCS","NEW BRUNSWICK","47.01","-65.47","33.00","8100989","71744","ACQ"
"MIRAMICHI SNOW","NEW BRUNSWICK","46.99","-65.50","33.00","8101002","",""
"MIRROR FLETCHER","ALBERTA","52.45","-113.05","795.00","3024572","",""
"MIRROR LANDING RS","ALBERTA","55.18","-114.05","579.10","3064580","",""
"MISCOU ISLAND (AUT)","NEW BRUNSWICK","48.01","-64.49","4.00","8103050","71719","WMI"
"MISSANABIE","ONTARIO","48.32","-84.08","334.70","6055209","",""
"MISSI","MANITOBA","57.32","-98.17","265.00","5061765","",""
"MISSI FALLS","MANITOBA","57.32","-98.10","266.70","5061766","",""
"MISSINIPE","SASKATCHEWAN","55.60","-104.77","355.00","4065220","",""
"MISSION","BRITISH COLUMBIA","49.13","-122.33","60.00","1105190","",""
"MISSION HARTLEY RD","BRITISH COLUMBIA","49.25","-122.23","137.20","110EA90","",""
"MISSION WEST ABBEY","BRITISH COLUMBIA","49.15","-122.27","197.00","1105192","",""
"MISSISSAGI ONT HYDRO","ONTARIO","46.43","-83.38","225.60","6055210","",""
"MISSISSAUGA","ONTARIO","43.58","-79.62","118.00","6155BA0","",""
"MISTANUSK CREEK","ALBERTA","54.59","-120.01","1112.00","3074582","",""
"MISTASSIBI","QUEBEC","49.32","-72.03","243.80","7064993","",""
"MISTASSINI","QUEBEC","48.85","-72.20","121.90","7064998","",""
"MISTASSINI POST","QUEBEC","50.42","-73.88","379.80","7095000","",""
"MISTATIM","SASKATCHEWAN","52.85","-103.23","482.00","4085241","",""
"MISTINIKON LAKE DAM","ONTARIO","48.05","-80.72","320.00","6075211","",""
"MISTOOK","QUEBEC","48.60","-71.72","112.50","7065012","71381","WIX"
"MITCHELL","ONTARIO","43.47","-81.18","335.30","6145239","",""
"MITCHELLTON","SASKATCHEWAN","49.97","-105.63","716.30","4025242","",""
"MOAK LAKE","MANITOBA","55.92","-97.58","196.00","5061770","",""
"MOBERLY LO","ALBERTA","53.55","-118.03","1647.10","3064587","",""
"MOBILE","NEWFOUNDLAND","47.25","-52.85","5.50","8402759","",""
"MOCKINGBIRD LO","ALBERTA","51.43","-115.08","1905.00","3054592","",""
"MOE'S RIVER","QUEBEC","45.25","-71.78","254.50","7025060","",""
"MOFFAT CREEK","BRITISH COLUMBIA","52.23","-121.48","945.00","1095195","",""
"MOHA","BRITISH COLUMBIA","50.88","-122.27","548.60","1115196","",""
"MOISIE","QUEBEC","50.22","-66.20","45.70","7045070","",""
"MOLANOSA","SASKATCHEWAN","54.50","-105.53","508.40","4065255","",""
"MONARCH","ALBERTA","49.81","-113.16","947.00","3034596","",""
"MONCTON","NEW BRUNSWICK","46.10","-64.79","12.20","8103100","",""
"MONCTON / GREATER MONCTON ROMEO LEBLANC INTL A","NEW BRUNSWICK","46.11","-64.68","70.70","8103202","","YQM"
"MONCTON A","NEW BRUNSWICK","46.11","-64.68","70.70","8103200","71705","YQM"
"MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A","NEW BRUNSWICK","46.11","-64.68","70.70","8103201","71705","YQM"
"MONETVILLE","ONTARIO","46.14","-80.31","221.00","6065250","",""
"MONETVILLE 2","ONTARIO","46.22","-80.30","205.00","6065252","",""
"MONITOR","ALBERTA","52.02","-110.55","731.50","3014600","",""
"MONKTON","ONTARIO","43.67","-81.03","360.00","6145258","",""
"MONO CENTRE","ONTARIO","44.03","-80.02","436.00","6157000","71098","TRY"
"MONO MILLS THERAFIELD","ONTARIO","43.97","-79.98","419.10","6155257","",""
"MONT APICA","QUEBEC","47.97","-71.42","548.60","7065100","",""
"MONT BLEU","QUEBEC","47.57","-69.38","657.10","7055104","",""
"MONT BRUN","QUEBEC","48.42","-78.73","304.80","7085106","",""
"MONT JOLI A","QUEBEC","48.61","-68.21","52.40","7055121","71718","YYY"
"MONT LAURIER","QUEBEC","46.57","-75.50","243.80","7035158","",""
"MONT LAURIER","QUEBEC","46.57","-75.55","244.00","7035160","",""
"MONT LOGAN","QUEBEC","48.90","-66.63","1127.80","7055180","",""
"MONT LOUIS","QUEBEC","49.23","-65.73","15.20","7055200","",""
"MONT MEGANTIC","QUEBEC","45.45","-71.15","1111.00","7025212","",""
"MONT ST HILAIRE","QUEBEC","45.58","-73.18","30.50","7025328","",""
"MONT ST HILAIRE","QUEBEC","45.55","-73.08","173.70","7025330","",""
"MONT ST HILAIRE MCGILL","QUEBEC","45.55","-73.17","210.30","7025332","",""
"MONT STE ANNE","QUEBEC","47.08","-70.90","182.90","7045325","",""
"MONT STE-ANNE","QUEBEC","47.07","-70.91","167.60","7045326","",""
"MONT WRIGHT","QUEBEC","52.75","-67.33","716.30","7045340","",""
"MONT-JOLI","QUEBEC","48.60","-68.19","55.00","7055122","71658","MJI"
"MONT-JOLI A","QUEBEC","48.60","-68.22","52.40","7055120","71718","YYY"
"MONT-ORFORD","QUEBEC","45.31","-72.24","846.10","7025229","","WHY"
"MONTAGUE","ONTARIO","44.93","-75.95","178.30","6105262","",""
"MONTAGUE","PRINCE EDWARD ISLAND","46.20","-62.67","50.30","8300445","",""
"MONTBEILLARD","QUEBEC","48.05","-79.27","290.00","7085102","",""
"MONTE CREEK","BRITISH COLUMBIA","50.65","-119.95","351.00","116NJ9F","",""
"MONTE CREEK WEST","BRITISH COLUMBIA","50.65","-120.02","363.00","116NJRF","",""
"MONTE LAKE","BRITISH COLUMBIA","50.52","-119.85","683.40","1165197","",""
"MONTE LAKE 2","BRITISH COLUMBIA","50.52","-119.85","701.00","1165198","",""
"MONTE LAKE PAXTON VALLEY","BRITISH COLUMBIA","50.53","-119.80","844.90","116NJ97","",""
"MONTEBELLO","QUEBEC","45.65","-74.93","45.70","7035109","",""
"MONTEBELLO (SEDBERGH)","QUEBEC","45.70","-74.93","196.60","7035110","",""
"MONTEBELLO SEIGNIORY","QUEBEC","45.65","-74.95","52.40","7035112","",""
"MONTICELLO","ONTARIO","43.97","-80.40","481.60","6145267","",""
"MONTICELLO","PRINCE EDWARD ISLAND","46.47","-62.47","32.00","8300447","",""
"MONTMAGNY","QUEBEC","46.97","-70.58","15.20","7055210","",""
"MONTMARTRE","SASKATCHEWAN","50.12","-103.55","658.40","4015259","",""
"MONTMARTRE","SASKATCHEWAN","50.25","-103.47","678.20","4015258","",""
"MONTREAL FALLS","ONTARIO","47.27","-84.43","306.30","6055302","",""
"MONTREAL FALLS","ONTARIO","47.25","-84.40","408.40","6055300","",""
"MONTREAL ICE CONTROL","QUEBEC","45.47","-73.50","14.30","7025245","",""
"MONTREAL INTL A","QUEBEC","45.47","-73.74","36.00","7025251","71627","YUL"
"MONTREAL JAR BOT","QUEBEC","45.57","-73.55","45.70","7025257","",""
"MONTREAL JEAN BREBEUF","QUEBEC","45.50","-73.62","132.60","7025260","",""
"MONTREAL LAFONTAINE","QUEBEC","45.52","-73.57","41.10","7025267","",""
"MONTREAL LAKE","SASKATCHEWAN","53.62","-105.67","490.40","4065260","",""
"MONTREAL LOYOLA","QUEBEC","45.47","-73.63","55.80","7025270","",""
"MONTREAL MCGILL","QUEBEC","45.50","-73.58","56.90","7025280","",""
"MONTREAL MIRABEL INTL A","QUEBEC","45.68","-74.04","82.30","7034900","","YMX"
"MONTREAL PERSILLIER","QUEBEC","0.00","0.00","0.00","7025315","",""
"MONTREAL RIVER","ONTARIO","47.12","-79.48","182.90","6075379","",""
"MONTREAL RIVER (AUT)","ONTARIO","47.25","-84.60","534.90","6055378","","ZGJ"
"MONTREAL-EST","QUEBEC","45.63","-73.55","50.40","7025252","","WPQ"
"MONTREAL/MIRABEL INT'L A","QUEBEC","45.67","-74.03","82.60","7035290","","YMX"
"MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","QUEBEC","45.47","-73.74","32.10","702S006","71183","WTQ"
"MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","QUEBEC","45.47","-73.75","36.00","7025250","71627","YUL"
"MONTREAL/ST-HUBERT","QUEBEC","45.52","-73.42","27.40","7027329","71371","YHU"
"MONTREAL/ST-HUBERT A","QUEBEC","45.52","-73.42","27.40","7027322","71371","YHU"
"MONTREAL/ST-HUBERT A","QUEBEC","45.52","-73.42","27.40","7027320","71371","YHU"
"MOON LAKE","ALBERTA","53.47","-114.98","762.00","3064640","",""
"MOONSTONE","ONTARIO","44.63","-79.67","201.20","6115389","",""
"MOOSE BAY KIPAWA","QUEBEC","46.78","-78.98","274.30","7085345","",""
"MOOSE CREEK","YUKON TERRITORY","63.52","-137.02","460.20","2100746","",""
"MOOSE CREEK","ONTARIO","45.25","-75.03","83.80","6105395","",""
"MOOSE CREEK WELLS","ONTARIO","45.25","-74.96","84.50","6105397","71635","TCK"
"MOOSE FACTORY","ONTARIO","51.23","-80.50","8.80","6075400","",""
"MOOSE JAW A","SASKATCHEWAN","50.33","-105.57","576.70","4015320","71864","YMJ"
"MOOSE JAW CHAB","SASKATCHEWAN","50.38","-105.70","598.90","4015325","",""
"MOOSE JAW CS","SASKATCHEWAN","50.33","-105.54","577.00","4015322","71539","ZMJ"
"MOOSE JAW SNOW","SASKATCHEWAN","50.34","-105.55","569.00","4015328","",""
"MOOSE LAKE","ONTARIO","48.83","-91.60","396.20","6025407","",""
"MOOSE LAKE","MANITOBA","49.20","-95.32","344.40","5021812","",""
"MOOSE MOUNTAIN PARK","SASKATCHEWAN","49.83","-102.28","769.60","4015341","",""
"MOOSE MOUNTAIN RESERVOIR","SASKATCHEWAN","49.88","-103.02","618.70","4015344","",""
"MOOSE MTN LO","ALBERTA","50.92","-114.83","2433.80","3054655","",""
"MOOSE WALLOW","ALBERTA","54.23","-115.02","633.10","3064657","",""
"MOOSEHORN","MANITOBA","51.28","-98.40","269.10","5041801","",""
"MOOSEHORN","MANITOBA","51.30","-98.62","249.90","5041800","",""
"MOOSEHORN COOK","MANITOBA","51.28","-98.42","265.20","5041804","",""
"MOOSOMIN","SASKATCHEWAN","50.13","-101.67","576.10","4015360","",""
"MOOSONEE","ONTARIO","51.29","-80.61","9.10","6075420","71398","YMO"
"MOOSONEE A","ONTARIO","51.29","-80.61","9.10","6075428","71836","YMO"
"MOOSONEE AWOS","ONTARIO","51.28","-80.60","9.10","6075431","71836","YMO"
"MOOSONEE RCS","ONTARIO","51.29","-80.62","9.10","6075435","71309","XZC"
"MOOSONEE UA","ONTARIO","51.27","-80.65","10.00","6075425","71836","WZC"
"MORDEN","MANITOBA","49.18","-98.10","302.10","5021840","",""
"MORDEN CDA","MANITOBA","49.18","-98.08","297.50","5021848","",""
"MORDEN CDA CS","MANITOBA","49.19","-98.08","297.50","5021849","71564","XMD"
"MORDEN RADIO","MANITOBA","49.25","-98.00","276.10","5021854","",""
"MORELL SNOW","PRINCE EDWARD ISLAND","46.43","-62.72","10.00","8300455","",""
"MORESBY ISLAND MITCHELL INLET","BRITISH COLUMBIA","52.93","-132.13","3.00","10551R8","",""
"MORFEE LAKES MILL SITE","BRITISH COLUMBIA","55.30","-123.17","694.90","11851RQ","",""
"MORGANSTON","ONTARIO","44.17","-77.83","175.30","6155450","",""
"MORICE RIVER FDR","BRITISH COLUMBIA","54.20","-126.90","701.00","1075199","",""
"MORICE RIVER HOUSTON","BRITISH COLUMBIA","54.32","-126.80","693.40","1075200","",""
"MORICETOWN","BRITISH COLUMBIA","55.05","-127.30","390.10","1075202","",""
"MORIN HEIGHTS","QUEBEC","45.92","-74.27","289.60","7035360","",""
"MORLEY RIVER","YUKON TERRITORY","60.02","-132.17","823.00","2100750","",""
"MORNINGSIDE","ALBERTA","52.57","-113.57","899.20","3024664","",""
"MORPETH","ONTARIO","42.38","-81.87","198.00","6135125","",""
"MORRIN","ALBERTA","51.65","-112.60","853.40","3024665","",""
"MORRIN AGDM","ALBERTA","51.66","-112.68","836.00","3024668","71257","XMO"
"MORRIS","MANITOBA","49.35","-97.37","234.70","5021920","",""
"MORRIS 2","MANITOBA","49.43","-97.48","237.70","5021965","",""
"MORRIS EXP ST","MANITOBA","49.37","-97.38","235.60","5021960","",""
"MORRISBURG","ONTARIO","44.92","-75.19","81.70","6105460","",""
"MORRISTON","ONTARIO","43.47","-80.12","304.80","6145495","",""
"MORTLACH EXP ST","SASKATCHEWAN","50.45","-106.05","605.90","4015400","",""
"MORVEN IHD","ONTARIO","44.25","-76.85","106.70","6155496","",""
"MOSLEY CREEK SAND CREEK","BRITISH COLUMBIA","51.60","-125.00","759.90","1085208","",""
"MOSS SPUR","MANITOBA","49.98","-96.13","283.80","503196F","",""
"MOSSLEIGH","ALBERTA","50.66","-113.28","1066.80","3034675","",""
"MOSSLEIGH AGCM","ALBERTA","50.67","-113.35","965.00","3034577","71057","PML"
"MOSSLEIGH BURNAY","ALBERTA","50.72","-113.30","944.90","3034676","",""
"MOSSLEY","ONTARIO","42.92","-80.97","274.30","6145497","",""
"MOUL CREEK CLEARWATER","BRITISH COLUMBIA","51.87","-120.02","713.20","1165210","",""
"MOULD BAY A","NORTHWEST TERRITORIES","76.23","-119.33","12.20","2502700","","YMD"
"MOULD BAY CAMP","NORTHWEST TERRITORIES","76.23","-119.32","12.20","2502G00","",""
"MOULD BAY CS","NORTHWEST TERRITORIES","76.24","-119.35","1.50","250M001","71989","WAY"
"MOUND","ALBERTA","51.68","-114.52","","3024680","",""
"MOUNT BRYDGES","ONTARIO","42.90","-81.55","238.40","6145499","",""
"MOUNT CARLETON","NEW BRUNSWICK","47.42","-66.93","265.10","8103256","",""
"MOUNT EISENHOWER","ALBERTA","51.25","-115.95","1424.90","3054730","",""
"MOUNT FOREST","ONTARIO","43.97","-80.75","404.00","6145502","",""
"MOUNT FOREST","ONTARIO","43.98","-80.75","414.50","6145503","",""
"MOUNT FOREST (AUT)","ONTARIO","43.98","-80.75","414.50","6145504","71631","WLS"
"MOUNT KIDD LO","ALBERTA","50.92","-115.17","2141.00","3054732","",""
"MOUNT ODLUM","ALBERTA","50.48","-114.90","2060.00","3054733","",""
"MOUNT PLEASANT","NEW BRUNSWICK","45.43","-66.82","358.10","8103300","",""
"MOUNT ROBSON RANCH","BRITISH COLUMBIA","53.02","-119.23","868.70","10952B9","",""
"MOUNT SEYMOUR","BRITISH COLUMBIA","49.43","-122.95","823.00","1105230","",""
"MOUNT ST PATRICK","ONTARIO","45.33","-76.88","213.40","6105512","",""
"MOUNT UNIACKE","NOVA SCOTIA","44.90","-63.83","158.50","8203600","",""
"MOUNTAIN AIRE LODGE","ALBERTA","51.65","-115.28","1371.60","3054700","",""
"MOUNTAIN GAP","MANITOBA","51.13","-100.75","460.20","5041970","",""
"MOUNTAIN VIEW","ALBERTA","49.13","-113.63","1339.00","3034720","",""
"MOUNTAIN VIEW","ONTARIO","44.08","-77.38","79.20","6155498","",""
"MOUNTAIN VIEW BIRDSEYE","ALBERTA","49.12","-113.73","1408.20","3054722","",""
"MOUNTAIN VIEW LODGE","YUKON TERRITORY","61.63","-139.67","845.80","2100755","",""
"MOUNTAIN VIEW VILLAGE","ALBERTA","49.13","-113.59","1308.00","3034725","",""
"MOUNTAINVIEW","ONTARIO","44.05","-77.30","108.00","615EMR7","",""
"MOUNTSBERG","ONTARIO","43.47","-80.03","304.80","6145516","",""
"MOYIE","BRITISH COLUMBIA","49.28","-115.83","944.90","1155236","",""
"MT ALBION CONSERVATION","ONTARIO","43.20","-79.83","190.50","615E498","",""
"MT BALDY","BRITISH COLUMBIA","49.15","-119.23","1722.10","1125221","",""
"MT KOBAU OBSERVATORY","BRITISH COLUMBIA","49.12","-119.68","1862.30","1125223","",""
"MT LOLO ADMIN KAMLOOPS","BRITISH COLUMBIA","50.78","-120.18","872.90","1165224","",""
"MT LOLO KAMLOOPS","BRITISH COLUMBIA","50.80","-120.13","1737.40","1165225","",""
"MT RUNDLE EAST","ALBERTA","51.12","-115.47","2750.00","3054735","",""
"MT WASHINGTON","BRITISH COLUMBIA","49.75","-125.29","1473.50","1025230","","VOJ"
"MT WASHINGTON RESORT","BRITISH COLUMBIA","49.75","-125.29","1197.00","1025234","",""
"MT WASHINGTON UPPER","BRITISH COLUMBIA","49.75","-125.29","1450.00","1025237","",""
"MUD BAY","BRITISH COLUMBIA","49.47","-124.79","4.00","1025240","",""
